t_s,rep,state,elapsed_s,cmd_wz,opt_dyaw_deg,imu_yaw_deg,kf_dyaw_deg,kf_err_deg,event
68.802,10,SPIN,2.149,1.0000,-128.22,0.00,120.31,248.53,
68.852,10,SPIN,2.199,1.0000,-125.87,0.00,123.18,249.05,
68.903,10,SPIN,2.250,1.0000,-123.32,0.00,126.06,249.37,
68.952,10,SPIN,2.299,1.0000,-122.31,0.00,128.90,251.21,
69.002,10,SPIN,2.349,1.0000,-122.31,0.00,131.77,254.08,
69.052,10,SPIN,2.399,1.0000,-122.31,0.00,134.63,256.94,
69.103,10,SPIN,2.450,1.0000,-112.80,0.00,137.55,250.35,
69.152,10,SPIN,2.499,1.0000,-108.93,0.00,140.36,249.29,
69.205,10,SPIN,2.551,0.0000,-106.11,0.00,143.22,249.33,FIN_SPIN_rep10
69.206,10,COAST,0.001,0.0000,-106.11,0.00,143.22,249.33,
69.252,10,COAST,0.047,0.0000,-104.39,0.00,143.22,247.62,
69.302,10,COAST,0.097,0.0000,-103.83,0.00,143.22,247.06,
69.352,10,COAST,0.147,0.0000,-103.83,0.00,143.22,247.06,
69.402,10,COAST,0.197,0.0000,-103.83,0.00,143.22,247.06,
69.452,10,COAST,0.247,0.0000,-103.83,0.00,143.22,247.06,
69.503,10,COAST,0.298,0.0000,-103.87,0.00,143.22,247.09,
69.553,10,COAST,0.347,0.0000,-103.85,0.00,143.22,247.07,
69.602,10,COAST,0.397,0.0000,-103.85,0.00,143.22,247.08,
69.652,10,COAST,0.447,0.0000,-103.85,0.00,143.22,247.08,
69.702,10,COAST,0.497,0.0000,-103.85,0.00,143.22,247.08,
69.754,10,COAST,0.549,0.0000,-103.85,0.00,143.22,247.08,
69.802,10,COAST,0.597,0.0000,-103.88,0.00,143.22,247.11,
69.852,10,COAST,0.647,0.0000,-103.88,0.00,143.22,247.10,
69.902,10,COAST,0.697,0.0000,-103.88,0.00,143.22,247.10,
69.954,10,COAST,0.749,0.0000,-103.88,0.00,143.22,247.10,
70.004,10,COAST,0.799,0.0000,-103.88,0.00,143.22,247.10,
70.052,10,COAST,0.847,0.0000,-103.88,0.00,143.22,247.10,
70.103,10,COAST,0.898,0.0000,-103.89,0.00,143.22,247.11,
70.152,10,COAST,0.947,0.0000,-103.89,0.00,143.22,247.11,
70.203,10,COAST,0.998,0.0000,-103.87,0.00,143.22,247.10,
70.252,10,COAST,1.047,0.0000,-103.85,0.00,143.22,247.08,
70.302,10,COAST,1.097,0.0000,-103.87,0.00,143.22,247.09,
70.352,10,COAST,1.147,0.0000,-103.87,0.00,143.22,247.09,
70.402,10,COAST,1.197,0.0000,-103.87,0.00,143.22,247.09,
70.453,10,COAST,1.248,0.0000,-103.87,0.00,143.22,247.09,
70.502,10,COAST,1.297,0.0000,-103.85,0.00,143.22,247.08,
70.553,10,COAST,1.348,0.0000,-103.85,0.00,143.22,247.07,
70.603,10,COAST,1.398,0.0000,-103.86,0.00,143.22,247.09,
70.654,10,COAST,1.449,0.0000,-103.84,0.00,143.22,247.07,
70.703,10,COAST,1.497,0.0000,-103.83,0.00,143.22,247.05,
70.753,10,COAST,1.547,0.0000,-103.83,0.00,143.22,247.05,
70.802,10,COAST,1.597,0.0000,-103.84,0.00,143.22,247.06,
70.852,10,COAST,1.647,0.0000,-103.85,0.00,143.22,247.08,
70.903,10,COAST,1.698,0.0000,-103.85,0.00,143.22,247.07,
70.952,10,COAST,1.747,0.0000,-103.85,0.00,143.22,247.07,
71.002,10,COAST,1.797,0.0000,-103.86,0.00,143.22,247.08,
71.052,10,COAST,1.847,0.0000,-103.86,0.00,143.22,247.09,
71.102,10,COAST,1.897,0.0000,-103.86,0.00,143.22,247.09,
71.153,10,COAST,1.948,0.0000,-103.86,0.00,143.22,247.09,
71.204,10,COAST,1.999,0.0000,-103.84,0.00,143.22,247.06,
71.255,10,COAST,2.050,0.0000,-103.85,0.00,143.22,247.07,FIN_COAST_rep10
71.259,11,PAUSE,0.001,0.0000,-103.85,0.00,143.22,247.07,
71.304,11,PAUSE,0.046,0.0000,-103.84,0.00,143.22,247.07,
71.352,11,PAUSE,0.094,0.0000,-103.87,0.00,143.22,247.09,
71.402,11,PAUSE,0.144,0.0000,-103.87,0.00,143.22,247.09,
71.452,11,PAUSE,0.194,0.0000,-103.87,0.00,143.22,247.09,
71.504,11,PAUSE,0.246,0.0000,-103.84,0.00,143.22,247.07,
71.552,11,PAUSE,0.294,0.0000,-103.87,0.00,143.22,247.09,
71.602,11,PAUSE,0.344,0.0000,-103.85,0.00,143.22,247.08,
71.652,11,PAUSE,0.394,0.0000,-103.86,0.00,143.22,247.09,
71.702,11,PAUSE,0.444,0.0000,-103.87,0.00,143.22,247.09,
71.753,11,PAUSE,0.495,0.0000,-103.87,0.00,143.22,247.09,
71.803,11,PAUSE,0.545,0.0000,-103.87,0.00,143.22,247.10,
71.854,11,PAUSE,0.596,0.0000,-103.86,0.00,143.22,247.09,
71.903,11,PAUSE,0.645,0.0000,-103.88,0.00,143.22,247.10,
71.953,11,PAUSE,0.695,0.0000,-103.88,0.00,143.22,247.10,
72.002,11,PAUSE,0.744,0.0000,-103.88,0.00,143.22,247.11,
72.052,11,PAUSE,0.794,0.0000,-103.88,0.00,143.22,247.11,
72.102,11,PAUSE,0.845,0.0000,-103.88,0.00,143.22,247.11,
72.154,11,PAUSE,0.896,0.0000,-103.88,0.00,143.22,247.10,
72.202,11,PAUSE,0.944,0.0000,-103.87,0.00,143.22,247.09,
72.252,11,PAUSE,0.994,0.0000,-103.90,0.00,143.22,247.13,
72.302,11,PAUSE,1.044,0.0000,-103.90,0.00,143.22,247.12,
72.352,11,PAUSE,1.094,0.0000,-103.88,0.00,143.22,247.10,
72.402,11,PAUSE,1.144,0.0000,-103.88,0.00,143.22,247.10,
72.452,11,PAUSE,1.194,0.0000,-103.88,0.00,143.22,247.10,
72.504,11,PAUSE,1.246,0.0000,-103.87,0.00,143.22,247.09,
72.552,11,PAUSE,1.294,0.0000,-103.85,0.00,143.22,247.07,
72.604,11,PAUSE,1.346,0.0000,-103.85,0.00,143.22,247.07,
72.652,11,PAUSE,1.394,0.0000,-103.85,0.00,143.22,247.07,
72.702,11,PAUSE,1.444,0.0000,-103.86,0.00,143.22,247.08,
72.752,11,PAUSE,1.494,0.0000,-103.86,0.00,143.22,247.08,
72.803,11,PAUSE,1.545,0.0000,-103.87,0.00,143.22,247.10,
72.852,11,PAUSE,1.594,0.0000,-103.86,0.00,143.22,247.08,
72.902,11,PAUSE,1.644,0.0000,-103.90,0.00,143.22,247.12,
72.952,11,PAUSE,1.694,0.0000,-103.89,0.00,143.22,247.12,
73.002,11,PAUSE,1.744,0.0000,-103.89,0.00,143.22,247.11,
73.052,11,PAUSE,1.794,0.0000,-103.89,0.00,143.22,247.12,
73.102,11,PAUSE,1.844,0.0000,-103.91,0.00,143.22,247.14,
73.154,11,PAUSE,1.896,0.0000,-103.95,0.00,143.22,247.17,
73.202,11,PAUSE,1.945,0.0000,-103.90,0.00,143.22,247.13,
73.252,11,PAUSE,1.994,0.0000,-103.89,0.00,143.22,247.11,
73.304,11,SPIN,0.001,0.0000,0.00,0.00,0.00,0.00,
73.352,11,SPIN,0.048,1.0000,0.03,0.00,0.00,-0.03,
73.404,11,SPIN,0.100,1.0000,0.06,0.00,2.98,2.92,
73.452,11,SPIN,0.149,1.0000,0.08,0.00,5.75,5.67,
73.502,11,SPIN,0.199,1.0000,0.08,0.00,8.61,8.54,
73.552,11,SPIN,0.249,1.0000,0.08,0.00,11.48,11.40,
73.602,11,SPIN,0.299,1.0000,0.08,0.00,14.34,14.26,
73.652,11,SPIN,0.349,1.0000,0.09,0.00,17.21,17.12,
73.704,11,SPIN,0.400,1.0000,0.11,0.00,20.16,20.06,
73.752,11,SPIN,0.449,1.0000,0.15,0.00,22.94,22.79,
73.803,11,SPIN,0.499,1.0000,0.16,0.00,25.82,25.66,
73.854,11,SPIN,0.550,1.0000,0.15,0.00,28.75,28.60,
73.902,11,SPIN,0.599,1.0000,0.15,0.00,31.53,31.38,
73.953,11,SPIN,0.650,1.0000,0.17,0.00,34.47,34.29,
74.002,11,SPIN,0.699,1.0000,0.16,0.00,37.26,37.10,
74.053,11,SPIN,0.750,1.0000,0.23,0.00,40.19,39.96,
74.102,11,SPIN,0.799,1.0000,0.25,0.00,42.99,42.74,
74.152,11,SPIN,0.849,1.0000,0.30,0.00,45.85,45.55,
74.204,11,SPIN,0.900,1.0000,0.42,0.00,48.81,48.39,
74.252,11,SPIN,0.949,1.0000,0.81,0.00,51.59,50.78,
74.302,11,SPIN,0.999,1.0000,1.45,0.00,54.45,53.00,
74.352,11,SPIN,1.049,1.0000,2.78,0.00,57.31,54.53,
74.402,11,SPIN,1.099,1.0000,4.65,0.00,60.18,55.53,
74.453,11,SPIN,1.150,1.0000,7.24,0.00,63.11,55.87,
74.502,11,SPIN,1.199,1.0000,9.56,0.00,65.91,56.35,
74.553,11,SPIN,1.249,1.0000,11.77,0.00,68.79,57.01,
74.603,11,SPIN,1.299,1.0000,14.38,0.00,71.68,57.29,
74.652,11,SPIN,1.349,1.0000,17.32,0.00,74.51,57.19,
74.702,11,SPIN,1.399,1.0000,19.21,0.00,77.37,58.16,
74.752,11,SPIN,1.449,1.0000,21.57,0.00,80.24,58.67,
74.802,11,SPIN,1.499,1.0000,21.57,0.00,83.10,61.53,
74.852,11,SPIN,1.549,1.0000,21.57,0.00,85.97,64.40,
74.902,11,SPIN,1.599,1.0000,21.57,0.00,88.83,67.26,
74.952,11,SPIN,1.649,1.0000,21.57,0.00,91.70,70.13,
75.003,11,SPIN,1.699,1.0000,21.57,0.00,94.57,73.00,
75.052,11,SPIN,1.749,1.0000,21.57,0.00,97.43,75.86,
75.103,11,SPIN,1.799,1.0000,21.57,0.00,100.29,78.72,
75.152,11,SPIN,1.849,1.0000,21.57,0.00,103.16,81.59,
75.202,11,SPIN,1.899,1.0000,21.57,0.00,106.02,84.45,
75.252,11,SPIN,1.949,1.0000,21.57,0.00,108.89,87.32,
75.302,11,SPIN,1.999,1.0000,21.57,0.00,111.75,90.18,
75.352,11,SPIN,2.049,1.0000,21.57,0.00,114.61,93.05,
75.402,11,SPIN,2.099,1.0000,21.57,0.00,117.48,95.91,
75.452,11,SPIN,2.149,1.0000,21.57,0.00,120.35,98.78,
75.502,11,SPIN,2.199,1.0000,21.57,0.00,123.21,101.64,
75.552,11,SPIN,2.249,1.0000,21.57,0.00,126.07,104.50,
75.602,11,SPIN,2.299,1.0000,21.57,0.00,128.94,107.37,
75.652,11,SPIN,2.349,1.0000,22.52,0.00,131.80,109.28,
75.702,11,SPIN,2.399,1.0000,61.26,0.00,134.67,73.41,
75.752,11,SPIN,2.449,1.0000,62.43,0.00,137.53,75.11,
75.802,11,SPIN,2.499,1.0000,62.95,0.00,140.39,77.44,
75.855,11,SPIN,2.551,0.0000,62.95,0.00,143.27,80.31,FIN_SPIN_rep11
75.856,11,COAST,0.001,0.0000,62.95,0.00,143.27,80.31,
75.902,11,COAST,0.047,0.0000,62.95,0.00,143.27,80.31,
75.953,11,COAST,0.097,0.0000,62.95,0.00,143.27,80.31,
76.003,11,COAST,0.148,0.0000,67.44,0.00,143.27,75.83,
76.052,11,COAST,0.197,0.0000,67.44,0.00,143.27,75.82,
76.102,11,COAST,0.247,0.0000,67.44,0.00,143.27,75.82,
76.152,11,COAST,0.297,0.0000,67.44,0.00,143.27,75.82,
76.203,11,COAST,0.348,0.0000,67.44,0.00,143.27,75.82,
76.252,11,COAST,0.397,0.0000,67.42,0.00,143.27,75.84,
76.302,11,COAST,0.447,0.0000,67.42,0.00,143.27,75.84,
76.352,11,COAST,0.497,0.0000,67.42,0.00,143.27,75.84,
76.404,11,COAST,0.549,0.0000,67.42,0.00,143.27,75.84,
76.454,11,COAST,0.599,0.0000,67.41,0.00,143.27,75.86,
76.504,11,COAST,0.649,0.0000,67.41,0.00,143.27,75.85,
76.552,11,COAST,0.697,0.0000,67.41,0.00,143.27,75.85,
76.602,11,COAST,0.747,0.0000,67.41,0.00,143.27,75.85,
76.654,11,COAST,0.799,0.0000,67.41,0.00,143.27,75.85,
76.702,11,COAST,0.847,0.0000,67.41,0.00,143.27,75.85,
76.752,11,COAST,0.897,0.0000,67.41,0.00,143.27,75.85,
76.803,11,COAST,0.948,0.0000,67.40,0.00,143.27,75.87,
76.852,11,COAST,0.997,0.0000,67.43,0.00,143.27,75.84,
76.903,11,COAST,1.047,0.0000,67.43,0.00,143.27,75.84,
76.952,11,COAST,1.098,0.0000,67.43,0.00,143.27,75.84,
77.004,11,COAST,1.149,0.0000,67.41,0.00,143.27,75.85,
77.053,11,COAST,1.198,0.0000,67.41,0.00,143.27,75.86,
77.103,11,COAST,1.248,0.0000,67.41,0.00,143.27,75.86,
77.152,11,COAST,1.298,0.0000,67.41,0.00,143.27,75.86,
77.203,11,COAST,1.348,0.0000,67.41,0.00,143.27,75.86,
77.252,11,COAST,1.397,0.0000,67.45,0.00,143.27,75.81,
77.302,11,COAST,1.447,0.0000,67.45,0.00,143.27,75.81,
77.352,11,COAST,1.497,0.0000,67.45,0.00,143.27,75.81,
77.403,11,COAST,1.548,0.0000,67.45,0.00,143.27,75.81,
77.454,11,COAST,1.599,0.0000,67.42,0.00,143.27,75.85,
77.502,11,COAST,1.647,0.0000,67.45,0.00,143.27,75.81,
77.552,11,COAST,1.697,0.0000,67.45,0.00,143.27,75.81,
77.603,11,COAST,1.748,0.0000,67.45,0.00,143.27,75.81,
77.653,11,COAST,1.797,0.0000,67.45,0.00,143.27,75.81,
77.702,11,COAST,1.848,0.0000,67.44,0.00,143.27,75.82,
77.753,11,COAST,1.898,0.0000,67.41,0.00,143.27,75.86,
77.802,11,COAST,1.947,0.0000,67.41,0.00,143.27,75.86,
77.852,11,COAST,1.997,0.0000,67.41,0.00,143.27,75.86,
77.905,11,COAST,2.050,0.0000,67.41,0.00,143.27,75.86,FIN_COAST_rep11
77.909,12,PAUSE,0.001,0.0000,67.41,0.00,143.27,75.86,
77.952,12,PAUSE,0.044,0.0000,67.44,0.00,143.27,75.82,
78.002,12,PAUSE,0.094,0.0000,67.44,0.00,143.27,75.82,
78.053,12,PAUSE,0.145,0.0000,67.44,0.00,143.27,75.82,
78.102,12,PAUSE,0.194,0.0000,67.44,0.00,143.27,75.82,
78.154,12,PAUSE,0.246,0.0000,67.41,0.00,143.27,75.85,
78.202,12,PAUSE,0.294,0.0000,67.43,0.00,143.27,75.83,
78.252,12,PAUSE,0.344,0.0000,67.43,0.00,143.27,75.83,
78.303,12,PAUSE,0.394,0.0000,67.43,0.00,143.27,75.83,
78.352,12,PAUSE,0.444,0.0000,67.43,0.00,143.27,75.83,
78.404,12,PAUSE,0.496,0.0000,67.43,0.00,143.27,75.83,
78.452,12,PAUSE,0.544,0.0000,67.44,0.00,143.27,75.83,
78.502,12,PAUSE,0.594,0.0000,67.44,0.00,143.27,75.83,
78.552,12,PAUSE,0.644,0.0000,67.44,0.00,143.27,75.83,
78.603,12,PAUSE,0.695,0.0000,67.44,0.00,143.27,75.83,
78.652,12,PAUSE,0.744,0.0000,67.43,0.00,143.27,75.83,
78.702,12,PAUSE,0.794,0.0000,67.44,0.00,143.27,75.83,
78.752,12,PAUSE,0.844,0.0000,67.44,0.00,143.27,75.83,
78.802,12,PAUSE,0.894,0.0000,67.44,0.00,143.27,75.83,
78.852,12,PAUSE,0.944,0.0000,67.39,0.00,143.27,75.87,
78.902,12,PAUSE,0.994,0.0000,67.43,0.00,143.27,75.83,
78.952,12,PAUSE,1.044,0.0000,67.43,0.00,143.27,75.83,
79.002,12,PAUSE,1.094,0.0000,67.43,0.00,143.27,75.83,
79.052,12,PAUSE,1.144,0.0000,67.43,0.00,143.27,75.83,
79.103,12,PAUSE,1.195,0.0000,67.41,0.00,143.27,75.85,
79.152,12,PAUSE,1.244,0.0000,67.39,0.00,143.27,75.88,
79.202,12,PAUSE,1.294,0.0000,67.39,0.00,143.27,75.88,
79.252,12,PAUSE,1.344,0.0000,67.39,0.00,143.27,75.88,
79.302,12,PAUSE,1.394,0.0000,67.39,0.00,143.27,75.88,
79.353,12,PAUSE,1.445,0.0000,67.42,0.00,143.27,75.84,
79.402,12,PAUSE,1.494,0.0000,67.43,0.00,143.27,75.84,
79.452,12,PAUSE,1.544,0.0000,67.41,0.00,143.27,75.86,
79.502,12,PAUSE,1.594,0.0000,67.43,0.00,143.27,75.83,
79.552,12,PAUSE,1.644,0.0000,67.43,0.00,143.27,75.83,
79.602,12,PAUSE,1.694,0.0000,67.43,0.00,143.27,75.83,
79.654,12,PAUSE,1.746,0.0000,67.41,0.00,143.27,75.85,
79.704,12,PAUSE,1.796,0.0000,67.44,0.00,143.27,75.82,
79.752,12,PAUSE,1.844,0.0000,67.41,0.00,143.27,75.85,
79.802,12,PAUSE,1.894,0.0000,67.43,0.00,143.27,75.83,
79.852,12,PAUSE,1.944,0.0000,67.41,0.00,143.27,75.85,
79.902,12,PAUSE,1.994,0.0000,67.41,0.00,143.27,75.85,
79.956,12,SPIN,0.001,0.0000,0.00,0.00,0.00,0.00,
80.002,12,SPIN,0.048,1.0000,-0.03,0.00,0.00,0.03,
80.053,12,SPIN,0.098,1.0000,-0.01,0.00,2.87,2.88,
80.104,12,SPIN,0.149,1.0000,-0.01,0.00,5.82,5.83,
80.153,12,SPIN,0.199,1.0000,-0.02,0.00,8.66,8.67,
80.202,12,SPIN,0.248,1.0000,-0.02,0.00,11.47,11.48,
80.252,12,SPIN,0.297,1.0000,-0.02,0.00,14.32,14.34,
80.303,12,SPIN,0.348,1.0000,0.16,0.00,17.22,17.05,
80.352,12,SPIN,0.398,1.0000,0.12,0.00,20.06,19.94,
80.402,12,SPIN,0.447,1.0000,0.12,0.00,22.92,22.79,
80.452,12,SPIN,0.497,1.0000,0.10,0.00,25.78,25.68,
80.502,12,SPIN,0.548,1.0000,0.14,0.00,28.65,28.51,
80.552,12,SPIN,0.598,1.0000,0.14,0.00,31.52,31.37,
80.602,12,SPIN,0.647,1.0000,0.14,0.00,34.38,34.23,
80.653,12,SPIN,0.698,1.0000,0.15,0.00,37.25,37.09,
80.702,12,SPIN,0.748,1.0000,0.15,0.00,40.11,39.96,
80.754,12,SPIN,0.800,1.0000,0.18,0.00,43.08,42.91,
80.803,12,SPIN,0.848,1.0000,0.21,0.00,45.86,45.66,
80.852,12,SPIN,0.898,1.0000,0.20,0.00,48.70,48.50,
80.902,12,SPIN,0.948,1.0000,0.20,0.00,51.57,51.37,
80.952,12,SPIN,0.997,1.0000,0.20,0.00,54.43,54.23,
81.003,12,SPIN,1.049,1.0000,0.21,0.00,57.36,57.16,
81.052,12,SPIN,1.097,1.0000,0.21,0.00,60.16,59.95,
81.103,12,SPIN,1.148,1.0000,0.23,0.00,63.05,62.82,
81.153,12,SPIN,1.198,1.0000,0.28,0.00,65.93,65.65,
81.202,12,SPIN,1.247,1.0000,0.30,0.00,68.76,68.46,
81.252,12,SPIN,1.298,1.0000,0.30,0.00,71.62,71.32,
81.302,12,SPIN,1.347,1.0000,0.30,0.00,74.48,74.18,
81.353,12,SPIN,1.398,1.0000,0.66,0.00,77.38,76.73,
81.403,12,SPIN,1.449,1.0000,1.20,0.00,80.28,79.08,
81.452,12,SPIN,1.497,1.0000,1.22,0.00,83.08,81.86,
81.502,12,SPIN,1.548,1.0000,1.33,0.00,85.95,84.62,
81.552,12,SPIN,1.598,1.0000,1.42,0.00,88.81,87.39,
81.603,12,SPIN,1.648,1.0000,1.42,0.00,91.73,90.31,
81.652,12,SPIN,1.697,1.0000,1.42,0.00,94.54,93.12,
81.703,12,SPIN,1.748,1.0000,1.42,0.00,97.46,96.04,
81.753,12,SPIN,1.799,1.0000,1.54,0.00,100.33,98.79,
81.802,12,SPIN,1.847,1.0000,1.54,0.00,103.14,101.60,
81.853,12,SPIN,1.898,1.0000,1.55,0.00,106.02,104.47,
81.902,12,SPIN,1.948,1.0000,1.57,0.00,108.87,107.30,
81.953,12,SPIN,1.998,1.0000,1.57,0.00,111.74,110.17,
82.003,12,SPIN,2.048,1.0000,1.57,0.00,114.60,113.03,
82.052,12,SPIN,2.097,1.0000,1.63,0.00,117.45,115.81,
82.102,12,SPIN,2.147,1.0000,1.65,0.00,120.32,118.67,
82.153,12,SPIN,2.198,1.0000,1.58,0.00,123.24,121.65,
82.202,12,SPIN,2.248,1.0000,1.66,0.00,126.05,124.39,
82.252,12,SPIN,2.297,1.0000,1.67,0.00,128.90,127.23,
82.302,12,SPIN,2.348,1.0000,1.67,0.00,131.78,130.11,
82.353,12,SPIN,2.398,1.0000,1.67,0.00,134.70,133.02,
82.404,12,SPIN,2.449,1.0000,1.68,0.00,137.59,135.91,
82.452,12,SPIN,2.498,1.0000,1.71,0.00,140.38,138.66,
82.505,12,SPIN,2.550,0.0000,1.67,0.00,143.24,141.57,FIN_SPIN_rep12
82.506,12,COAST,0.001,0.0000,1.67,0.00,143.24,141.57,
82.553,12,COAST,0.048,0.0000,1.65,0.00,143.24,141.59,
82.602,12,COAST,0.097,0.0000,1.62,0.00,143.24,141.62,
82.652,12,COAST,0.147,0.0000,1.62,0.00,143.24,141.62,
82.702,12,COAST,0.197,0.0000,1.62,0.00,143.24,141.62,
82.754,12,COAST,0.249,0.0000,1.54,0.00,143.24,141.70,
82.802,12,COAST,0.297,0.0000,1.55,0.00,143.24,141.69,
82.853,12,COAST,0.348,0.0000,1.54,0.00,143.24,141.70,
82.902,12,COAST,0.397,0.0000,1.56,0.00,143.24,141.68,
82.952,12,COAST,0.447,0.0000,1.56,0.00,143.24,141.68,
83.003,12,COAST,0.497,0.0000,1.56,0.00,143.24,141.68,
83.052,12,COAST,0.547,0.0000,1.56,0.00,143.24,141.68,
83.103,12,COAST,0.598,0.0000,1.56,0.00,143.24,141.68,
83.152,12,COAST,0.647,0.0000,1.56,0.00,143.24,141.68,
83.202,12,COAST,0.697,0.0000,1.56,0.00,143.24,141.68,
83.252,12,COAST,0.747,0.0000,1.55,0.00,143.24,141.69,
83.302,12,COAST,0.797,0.0000,1.54,0.00,143.24,141.70,
83.352,12,COAST,0.847,0.0000,1.54,0.00,143.24,141.70,
83.402,12,COAST,0.897,0.0000,1.54,0.00,143.24,141.70,
83.454,12,COAST,0.949,0.0000,1.56,0.00,143.24,141.68,
83.502,12,COAST,0.997,0.0000,1.54,0.00,143.24,141.70,
83.552,12,COAST,1.047,0.0000,1.53,0.00,143.24,141.71,
83.603,12,COAST,1.098,0.0000,1.53,0.00,143.24,141.71,
83.652,12,COAST,1.147,0.0000,1.54,0.00,143.24,141.70,
83.702,12,COAST,1.197,0.0000,1.54,0.00,143.24,141.70,
83.752,12,COAST,1.247,0.0000,1.54,0.00,143.24,141.70,
83.803,12,COAST,1.298,0.0000,1.53,0.00,143.24,141.71,
83.852,12,COAST,1.347,0.0000,1.53,0.00,143.24,141.71,
83.902,12,COAST,1.396,0.0000,1.52,0.00,143.24,141.72,
83.952,12,COAST,1.446,0.0000,1.53,0.00,143.24,141.71,
84.002,12,COAST,1.497,0.0000,1.52,0.00,143.24,141.72,
84.052,12,COAST,1.546,0.0000,1.52,0.00,143.24,141.72,
84.102,12,COAST,1.597,0.0000,1.52,0.00,143.24,141.72,
84.153,12,COAST,1.647,0.0000,1.52,0.00,143.24,141.71,
84.202,12,COAST,1.697,0.0000,1.52,0.00,143.24,141.72,
84.252,12,COAST,1.747,0.0000,1.51,0.00,143.24,141.73,
84.303,12,COAST,1.797,0.0000,1.52,0.00,143.24,141.72,
84.352,12,COAST,1.847,0.0000,1.52,0.00,143.24,141.72,
84.402,12,COAST,1.897,0.0000,1.52,0.00,143.24,141.72,
84.452,12,COAST,1.947,0.0000,1.52,0.00,143.24,141.72,
84.502,12,COAST,1.997,0.0000,1.52,0.00,143.24,141.72,
84.556,12,COAST,2.051,0.0000,1.52,0.00,143.24,141.72,FIN_COAST_rep12
84.560,13,PAUSE,0.001,0.0000,1.52,0.00,143.24,141.72,
84.602,13,PAUSE,0.044,0.0000,1.51,0.00,143.24,141.73,
