t_s,rep,state,elapsed_s,cmd_wz,opt_dyaw_deg,imu_yaw_deg,kf_dyaw_deg,kf_err_deg,event
36.753,5,PAUSE,1.345,0.0000,49.75,0.00,143.19,93.44,
36.802,5,PAUSE,1.395,0.0000,49.73,0.00,143.19,93.46,
36.852,5,PAUSE,1.445,0.0000,49.74,0.00,143.19,93.45,
36.903,5,PAUSE,1.496,0.0000,49.72,0.00,143.19,93.47,
36.952,5,PAUSE,1.545,0.0000,49.72,0.00,143.19,93.47,
37.002,5,PAUSE,1.595,0.0000,49.72,0.00,143.19,93.47,
37.052,5,PAUSE,1.645,0.0000,49.76,0.00,143.19,93.43,
37.103,5,PAUSE,1.696,0.0000,49.73,0.00,143.19,93.45,
37.152,5,PAUSE,1.745,0.0000,49.75,0.00,143.19,93.44,
37.204,5,PAUSE,1.797,0.0000,49.74,0.00,143.19,93.45,
37.252,5,PAUSE,1.845,0.0000,49.76,0.00,143.19,93.42,
37.303,5,PAUSE,1.895,0.0000,49.76,0.00,143.19,93.42,
37.353,5,PAUSE,1.946,0.0000,49.76,0.00,143.19,93.42,
37.403,5,PAUSE,1.996,0.0000,49.74,0.00,143.19,93.45,
37.454,5,PAUSE,2.047,0.0000,49.75,0.00,143.19,93.44,
37.505,5,PAUSE,2.098,0.0000,49.71,0.00,143.19,93.47,
37.552,5,PAUSE,2.145,0.0000,49.76,0.00,143.19,93.43,
37.604,5,PAUSE,2.197,0.0000,49.74,0.00,143.19,93.45,
37.652,5,PAUSE,2.245,0.0000,49.74,0.00,143.19,93.45,
37.703,5,PAUSE,2.296,0.0000,49.74,0.00,143.19,93.45,
37.752,5,PAUSE,2.345,0.0000,49.75,0.00,143.19,93.44,
37.802,5,PAUSE,2.395,0.0000,49.72,0.00,143.19,93.47,
37.852,5,PAUSE,2.445,0.0000,49.74,0.00,143.19,93.45,
37.902,5,PAUSE,2.494,0.0000,49.73,0.00,143.19,93.46,
37.952,5,PAUSE,2.545,0.0000,49.76,0.00,143.19,93.43,
38.002,5,PAUSE,2.595,0.0000,49.76,0.00,143.19,93.43,
38.052,5,PAUSE,2.645,0.0000,49.76,0.00,143.19,93.43,
38.103,5,PAUSE,2.696,0.0000,49.77,0.00,143.19,93.42,
38.152,5,PAUSE,2.745,0.0000,49.74,0.00,143.19,93.45,
38.202,5,PAUSE,2.795,0.0000,49.73,0.00,143.19,93.46,
38.252,5,PAUSE,2.845,0.0000,49.74,0.00,143.19,93.45,
38.303,5,PAUSE,2.896,0.0000,49.74,0.00,143.19,93.45,
38.352,5,PAUSE,2.945,0.0000,49.74,0.00,143.19,93.45,
38.402,5,PAUSE,2.995,0.0000,49.72,0.00,143.19,93.47,
38.455,5,SPIN,0.001,0.0000,0.00,0.00,0.00,0.00,
38.503,5,SPIN,0.048,1.0000,-0.00,0.00,0.00,0.00,
38.552,5,SPIN,0.098,1.0000,0.00,0.00,2.83,2.83,
38.603,5,SPIN,0.149,1.0000,-0.01,0.00,5.75,5.77,
38.653,5,SPIN,0.198,1.0000,-0.01,0.00,8.57,8.58,
38.703,5,SPIN,0.248,1.0000,-0.01,0.00,11.44,11.45,
38.754,5,SPIN,0.299,1.0000,0.26,0.00,14.38,14.12,
38.802,5,SPIN,0.348,1.0000,0.52,0.00,17.15,16.64,
38.852,5,SPIN,0.398,1.0000,0.59,0.00,20.02,19.43,
38.903,5,SPIN,0.449,1.0000,0.66,0.00,22.95,22.28,
38.952,5,SPIN,0.498,1.0000,0.69,0.00,25.75,25.06,
39.005,5,SPIN,0.550,1.0000,0.69,0.00,28.75,28.06,
39.053,5,SPIN,0.599,1.0000,0.69,0.00,31.53,30.84,
39.105,5,SPIN,0.650,1.0000,0.67,0.00,34.47,33.80,
39.152,5,SPIN,0.698,1.0000,2.55,0.00,37.20,34.65,
39.203,5,SPIN,0.749,1.0000,3.44,0.00,40.11,36.67,
39.252,5,SPIN,0.798,1.0000,4.47,0.00,42.94,38.47,
39.303,5,SPIN,0.849,1.0000,5.61,0.00,45.83,40.22,
39.352,5,SPIN,0.898,1.0000,7.34,0.00,48.67,41.34,
39.402,5,SPIN,0.948,1.0000,8.57,0.00,51.53,42.96,
39.453,5,SPIN,0.998,1.0000,10.62,0.00,54.41,43.78,
39.505,5,SPIN,1.050,1.0000,12.59,0.00,57.41,44.82,
39.552,5,SPIN,1.098,1.0000,15.46,0.00,60.13,44.67,
39.602,5,SPIN,1.148,1.0000,17.24,0.00,62.99,45.76,
39.653,5,SPIN,1.199,1.0000,19.66,0.00,65.92,46.26,
39.702,5,SPIN,1.248,1.0000,20.59,0.00,68.72,48.13,
39.752,5,SPIN,1.298,1.0000,21.65,0.00,71.59,49.94,
39.804,5,SPIN,1.349,1.0000,23.21,0.00,74.53,51.31,
39.852,5,SPIN,1.398,1.0000,24.98,0.00,77.32,52.34,
39.902,5,SPIN,1.448,1.0000,26.02,0.00,80.18,54.16,
39.953,5,SPIN,1.499,1.0000,27.33,0.00,83.11,55.78,
40.002,5,SPIN,1.548,1.0000,28.24,0.00,85.91,57.67,
40.052,5,SPIN,1.598,1.0000,29.19,0.00,88.77,59.59,
40.102,5,SPIN,1.648,1.0000,30.30,0.00,91.64,61.35,
40.153,5,SPIN,1.699,1.0000,32.13,0.00,94.55,62.41,
40.202,5,SPIN,1.748,1.0000,33.70,0.00,97.37,63.67,
40.252,5,SPIN,1.798,1.0000,35.33,0.00,100.24,64.91,
40.302,5,SPIN,1.848,1.0000,37.02,0.00,103.10,66.08,
40.352,5,SPIN,1.898,1.0000,38.61,0.00,105.96,67.35,
40.404,5,SPIN,1.950,1.0000,39.93,0.00,108.95,69.01,
40.452,5,SPIN,1.998,1.0000,42.44,0.00,111.69,69.25,
40.502,5,SPIN,2.048,1.0000,43.83,0.00,114.56,70.73,
40.552,5,SPIN,2.098,1.0000,45.52,0.00,117.44,71.91,
40.604,5,SPIN,2.149,1.0000,48.27,0.00,120.36,72.09,
40.652,5,SPIN,2.198,1.0000,50.09,0.00,123.15,73.06,
40.703,5,SPIN,2.248,1.0000,51.68,0.00,126.04,74.36,
40.753,5,SPIN,2.299,1.0000,53.74,0.00,128.95,75.20,
40.802,5,SPIN,2.348,1.0000,55.40,0.00,131.76,76.36,
40.853,5,SPIN,2.398,1.0000,56.44,0.00,134.63,78.19,
40.904,5,SPIN,2.449,1.0000,57.52,0.00,137.55,80.03,
40.952,5,SPIN,2.498,1.0000,57.52,0.00,140.35,82.82,
41.005,5,SPIN,2.551,0.0000,58.25,0.00,143.21,84.96,FIN_SPIN_rep5
41.007,5,COAST,0.001,0.0000,58.25,0.00,143.21,84.96,
41.052,5,COAST,0.047,0.0000,58.25,0.00,143.21,84.96,
41.104,5,COAST,0.099,0.0000,58.35,0.00,143.21,84.85,
41.152,5,COAST,0.147,0.0000,58.32,0.00,143.21,84.89,
41.203,5,COAST,0.197,0.0000,58.33,0.00,143.21,84.87,
41.252,5,COAST,0.247,0.0000,58.37,0.00,143.21,84.84,
41.302,5,COAST,0.297,0.0000,58.33,0.00,143.21,84.87,
41.352,5,COAST,0.347,0.0000,58.36,0.00,143.21,84.85,
41.403,5,COAST,0.398,0.0000,58.36,0.00,143.21,84.84,
41.452,5,COAST,0.447,0.0000,58.34,0.00,143.21,84.87,
41.502,5,COAST,0.497,0.0000,58.35,0.00,143.21,84.86,
41.552,5,COAST,0.547,0.0000,58.36,0.00,143.21,84.85,
41.602,5,COAST,0.597,0.0000,58.35,0.00,143.21,84.85,
41.652,5,COAST,0.647,0.0000,58.35,0.00,143.21,84.86,
41.703,5,COAST,0.697,0.0000,58.35,0.00,143.21,84.86,
41.753,5,COAST,0.747,0.0000,58.32,0.00,143.21,84.89,
41.802,5,COAST,0.797,0.0000,58.37,0.00,143.21,84.84,
41.852,5,COAST,0.846,0.0000,58.37,0.00,143.21,84.84,
41.904,5,COAST,0.898,0.0000,58.32,0.00,143.21,84.89,
41.952,5,COAST,0.947,0.0000,58.38,0.00,143.21,84.83,
42.002,5,COAST,0.997,0.0000,58.38,0.00,143.21,84.83,
42.052,5,COAST,1.047,0.0000,58.38,0.00,143.21,84.83,
42.104,5,COAST,1.099,0.0000,58.38,0.00,143.21,84.83,
42.154,5,COAST,1.148,0.0000,58.38,0.00,143.21,84.83,
42.202,5,COAST,1.196,0.0000,58.38,0.00,143.21,84.83,
42.252,5,COAST,1.247,0.0000,58.38,0.00,143.21,84.83,
42.303,5,COAST,1.297,0.0000,58.38,0.00,143.21,84.83,
42.353,5,COAST,1.347,0.0000,58.38,0.00,143.21,84.83,
42.402,5,COAST,1.397,0.0000,58.38,0.00,143.21,84.83,
42.454,5,COAST,1.448,0.0000,58.36,0.00,143.21,84.85,
42.503,5,COAST,1.497,0.0000,58.36,0.00,143.21,84.85,
42.552,5,COAST,1.547,0.0000,58.36,0.00,143.21,84.85,
42.602,5,COAST,1.597,0.0000,58.34,0.00,143.21,84.87,
42.652,5,COAST,1.647,0.0000,58.34,0.00,143.21,84.87,
42.702,5,COAST,1.697,0.0000,58.34,0.00,143.21,84.87,
42.752,5,COAST,1.747,0.0000,58.34,0.00,143.21,84.87,
42.803,5,COAST,1.797,0.0000,58.34,0.00,143.21,84.87,
42.854,5,COAST,1.848,0.0000,58.39,0.00,143.21,84.82,
42.902,5,COAST,1.897,0.0000,58.34,0.00,143.21,84.87,
42.952,5,COAST,1.947,0.0000,58.36,0.00,143.21,84.85,
43.004,5,COAST,1.999,0.0000,58.37,0.00,143.21,84.84,
43.055,5,COAST,2.049,0.0000,58.33,0.00,143.21,84.88,FIN_COAST_rep5
43.086,6,DONE,2.080,0.0000,58.33,0.00,143.21,84.88,
43.102,6,DONE,2.097,0.0000,58.33,0.00,143.21,84.88,
43.152,6,DONE,2.147,0.0000,58.33,0.00,143.21,84.88,
43.203,6,DONE,2.198,0.0000,58.37,0.00,143.21,84.83,
43.252,6,DONE,2.247,0.0000,58.39,0.00,143.21,84.82,
43.302,6,DONE,2.297,0.0000,58.39,0.00,143.21,84.82,
43.352,6,DONE,2.346,0.0000,58.33,0.00,143.21,84.87,
43.402,6,DONE,2.396,0.0000,58.33,0.00,143.21,84.87,
43.452,6,DONE,2.447,0.0000,58.33,0.00,143.21,84.87,
43.502,6,DONE,2.497,0.0000,58.33,0.00,143.21,84.87,
43.552,6,DONE,2.547,0.0000,58.33,0.00,143.21,84.88,
43.602,6,DONE,2.597,0.0000,58.34,0.00,143.21,84.87,
43.652,6,DONE,2.647,0.0000,58.34,0.00,143.21,84.87,
43.702,6,DONE,2.697,0.0000,58.34,0.00,143.21,84.87,
43.752,6,DONE,2.747,0.0000,58.34,0.00,143.21,84.87,
43.803,6,DONE,2.797,0.0000,58.35,0.00,143.21,84.86,
43.854,6,DONE,2.848,0.0000,58.33,0.00,143.21,84.87,
43.902,6,DONE,2.897,0.0000,58.35,0.00,143.21,84.86,
43.952,6,DONE,2.947,0.0000,58.34,0.00,143.21,84.87,
44.002,6,DONE,2.997,0.0000,58.34,0.00,143.21,84.87,
44.052,6,DONE,3.047,0.0000,58.34,0.00,143.21,84.87,
44.103,6,DONE,3.097,0.0000,58.34,0.00,143.21,84.87,
44.153,6,DONE,3.147,0.0000,58.36,0.00,143.21,84.85,
44.202,6,DONE,3.197,0.0000,58.32,0.00,143.21,84.89,
44.252,6,DONE,3.247,0.0000,58.32,0.00,143.21,84.89,
44.302,6,DONE,3.297,0.0000,58.32,0.00,143.21,84.89,
44.352,6,DONE,3.347,0.0000,58.32,0.00,143.21,84.89,
44.402,6,DONE,3.397,0.0000,58.39,0.00,143.21,84.82,
44.452,6,DONE,3.447,0.0000,58.39,0.00,143.21,84.82,
44.502,6,DONE,3.497,0.0000,58.39,0.00,143.21,84.82,
44.552,6,DONE,3.547,0.0000,58.39,0.00,143.21,84.82,
44.604,6,DONE,3.598,0.0000,58.34,0.00,143.21,84.87,
44.654,6,DONE,3.648,0.0000,58.38,0.00,143.21,84.83,
44.702,6,DONE,3.697,0.0000,58.38,0.00,143.21,84.83,
44.752,6,DONE,3.747,0.0000,58.38,0.00,143.21,84.83,
44.802,6,DONE,3.797,0.0000,58.38,0.00,143.21,84.83,
44.853,6,DONE,3.848,0.0000,58.35,0.00,143.21,84.85,
44.902,6,DONE,3.897,0.0000,58.35,0.00,143.21,84.85,
44.952,6,DONE,3.947,0.0000,58.35,0.00,143.21,84.85,
45.002,6,DONE,3.997,0.0000,58.35,0.00,143.21,84.85,
45.052,6,DONE,4.047,0.0000,58.32,0.00,143.21,84.89,
45.102,6,DONE,4.097,0.0000,58.36,0.00,143.21,84.85,
45.152,6,DONE,4.147,0.0000,58.36,0.00,143.21,84.85,
45.203,6,DONE,4.197,0.0000,58.36,0.00,143.21,84.85,
45.252,6,DONE,4.247,0.0000,58.36,0.00,143.21,84.85,
45.303,6,DONE,4.297,0.0000,58.35,0.00,143.21,84.85,
45.352,6,DONE,4.347,0.0000,58.37,0.00,143.21,84.84,
45.404,6,DONE,4.398,0.0000,58.37,0.00,143.21,84.84,
45.452,6,DONE,4.447,0.0000,58.37,0.00,143.21,84.84,
45.502,6,DONE,4.497,0.0000,58.37,0.00,143.21,84.84,
45.552,6,DONE,4.547,0.0000,58.35,0.00,143.21,84.86,
45.604,6,DONE,4.598,0.0000,58.33,0.00,143.21,84.88,
45.652,6,DONE,4.647,0.0000,58.33,0.00,143.21,84.88,
45.702,6,DONE,4.697,0.0000,58.33,0.00,143.21,84.88,
45.752,6,DONE,4.747,0.0000,58.33,0.00,143.21,84.88,
45.804,6,DONE,4.798,0.0000,58.33,0.00,143.21,84.88,
45.852,6,DONE,4.847,0.0000,58.33,0.00,143.21,84.88,
45.902,6,DONE,4.897,0.0000,58.33,0.00,143.21,84.88,
45.952,6,DONE,4.947,0.0000,58.33,0.00,143.21,84.88,
46.002,6,DONE,4.997,0.0000,58.33,0.00,143.21,84.88,
46.052,6,DONE,5.047,0.0000,58.33,0.00,143.21,84.88,
46.102,6,DONE,5.097,0.0000,58.33,0.00,143.21,84.88,
46.152,6,DONE,5.147,0.0000,58.33,0.00,143.21,84.88,
46.202,6,DONE,5.197,0.0000,58.33,0.00,143.21,84.88,
46.252,6,DONE,5.247,0.0000,58.33,0.00,143.21,84.88,
46.302,6,DONE,5.297,0.0000,58.33,0.00,143.21,84.88,
46.353,6,DONE,5.347,0.0000,58.34,0.00,143.21,84.87,
46.402,6,DONE,5.397,0.0000,58.38,0.00,143.21,84.83,
46.452,6,DONE,5.447,0.0000,58.35,0.00,143.21,84.86,
46.502,6,DONE,5.497,0.0000,58.39,0.00,143.21,84.82,
46.552,6,DONE,5.547,0.0000,58.32,0.00,143.21,84.88,
46.603,6,DONE,5.597,0.0000,58.34,0.00,143.21,84.87,
46.652,6,DONE,5.647,0.0000,58.34,0.00,143.21,84.87,
46.703,6,DONE,5.697,0.0000,58.34,0.00,143.21,84.87,
46.752,6,DONE,5.747,0.0000,58.34,0.00,143.21,84.86,
46.802,6,DONE,5.797,0.0000,58.38,0.00,143.21,84.83,
46.854,6,DONE,5.848,0.0000,58.35,0.00,143.21,84.86,
46.902,6,DONE,5.897,0.0000,58.34,0.00,143.21,84.87,
46.952,6,DONE,5.947,0.0000,58.34,0.00,143.21,84.87,
47.003,6,DONE,5.998,0.0000,58.33,0.00,143.21,84.88,
47.053,6,DONE,6.048,0.0000,58.32,0.00,143.21,84.89,
47.102,6,DONE,6.097,0.0000,58.38,0.00,143.21,84.83,
47.152,6,DONE,6.147,0.0000,58.33,0.00,143.21,84.88,
47.202,6,DONE,6.197,0.0000,58.37,0.00,143.21,84.84,
47.252,6,DONE,6.247,0.0000,58.37,0.00,143.21,84.84,
47.302,6,DONE,6.297,0.0000,58.37,0.00,143.21,84.84,
47.354,6,DONE,6.349,0.0000,58.37,0.00,143.21,84.84,
47.402,6,DONE,6.397,0.0000,58.38,0.00,143.21,84.83,
47.452,6,DONE,6.447,0.0000,58.33,0.00,143.21,84.88,
47.503,6,DONE,6.497,0.0000,58.37,0.00,143.21,84.84,
47.552,6,DONE,6.547,0.0000,58.33,0.00,143.21,84.88,
47.602,6,DONE,6.597,0.0000,58.33,0.00,143.21,84.88,
47.652,6,DONE,6.647,0.0000,58.33,0.00,143.21,84.88,
47.702,6,DONE,6.697,0.0000,58.36,0.00,143.21,84.84,
47.753,6,DONE,6.747,0.0000,58.36,0.00,143.21,84.85,
47.802,6,DONE,6.797,0.0000,58.37,0.00,143.21,84.84,
47.854,6,DONE,6.848,0.0000,58.36,0.00,143.21,84.85,
47.902,6,DONE,6.897,0.0000,58.38,0.00,143.21,84.83,
47.952,6,DONE,6.947,0.0000,58.38,0.00,143.21,84.83,
48.002,6,DONE,6.997,0.0000,58.38,0.00,143.21,84.83,
48.053,6,DONE,7.048,0.0000,58.36,0.00,143.21,84.85,
48.103,6,DONE,7.097,0.0000,58.38,0.00,143.21,84.83,
48.152,6,DONE,7.147,0.0000,58.36,0.00,143.21,84.85,
48.202,6,DONE,7.197,0.0000,58.38,0.00,143.21,84.83,
48.252,6,DONE,7.247,0.0000,58.34,0.00,143.21,84.87,
48.302,6,DONE,7.297,0.0000,58.34,0.00,143.21,84.87,
48.352,6,DONE,7.346,0.0000,58.34,0.00,143.21,84.87,
48.403,6,DONE,7.398,0.0000,58.34,0.00,143.21,84.87,
48.452,6,DONE,7.447,0.0000,58.34,0.00,143.21,84.87,
48.503,6,DONE,7.498,0.0000,58.38,0.00,143.21,84.83,
48.552,6,DONE,7.547,0.0000,58.35,0.00,143.21,84.86,
48.602,6,DONE,7.597,0.0000,58.37,0.00,143.21,84.84,
48.652,6,DONE,7.647,0.0000,58.37,0.00,143.21,84.84,
48.702,6,DONE,7.697,0.0000,58.37,0.00,143.21,84.84,
48.753,6,DONE,7.748,0.0000,58.35,0.00,143.21,84.86,
48.802,6,DONE,7.797,0.0000,58.39,0.00,143.21,84.82,
48.852,6,DONE,7.847,0.0000,58.34,0.00,143.21,84.87,
48.903,6,DONE,7.897,0.0000,58.37,0.00,143.21,84.84,
48.952,6,DONE,7.947,0.0000,58.34,0.00,143.21,84.87,
49.003,6,DONE,7.997,0.0000,58.34,0.00,143.21,84.87,
49.052,6,DONE,8.047,0.0000,58.34,0.00,143.21,84.87,
49.103,6,DONE,8.097,0.0000,58.39,0.00,143.21,84.82,
49.153,6,DONE,8.148,0.0000,58.36,0.00,143.21,84.85,
49.202,6,DONE,8.196,0.0000,58.38,0.00,143.21,84.82,
49.252,6,DONE,8.246,0.0000,58.34,0.00,143.21,84.86,
49.302,6,DONE,8.296,0.0000,58.34,0.00,143.21,84.86,
49.352,6,DONE,8.346,0.0000,58.34,0.00,143.21,84.86,
49.402,6,DONE,8.396,0.0000,58.37,0.00,143.21,84.84,
49.452,6,DONE,8.446,0.0000,58.34,0.00,143.21,84.86,
49.502,6,DONE,8.496,0.0000,58.40,0.00,143.21,84.81,
49.552,6,DONE,8.546,0.0000,58.36,0.00,143.21,84.85,
49.602,6,DONE,8.596,0.0000,58.34,0.00,143.21,84.87,
49.652,6,DONE,8.646,0.0000,58.34,0.00,143.21,84.87,
49.702,6,DONE,8.696,0.0000,58.34,0.00,143.21,84.87,
49.752,6,DONE,8.746,0.0000,58.35,0.00,143.21,84.86,
49.802,6,DONE,8.797,0.0000,58.37,0.00,143.21,84.83,
49.853,6,DONE,8.848,0.0000,58.35,0.00,143.21,84.86,
49.902,6,DONE,8.897,0.0000,58.38,0.00,143.21,84.83,
49.952,6,DONE,8.947,0.0000,58.35,0.00,143.21,84.86,
50.002,6,DONE,8.997,0.0000,58.35,0.00,143.21,84.86,
50.052,6,DONE,9.047,0.0000,58.35,0.00,143.21,84.86,
50.103,6,DONE,9.097,0.0000,58.37,0.00,143.21,84.84,
50.152,6,DONE,9.147,0.0000,58.36,0.00,143.21,84.85,
50.202,6,DONE,9.197,0.0000,58.38,0.00,143.21,84.83,
50.252,6,DONE,9.247,0.0000,58.31,0.00,143.21,84.90,
50.302,6,DONE,9.297,0.0000,58.33,0.00,143.21,84.88,
50.352,6,DONE,9.347,0.0000,58.33,0.00,143.21,84.88,
50.402,6,DONE,9.397,0.0000,58.33,0.00,143.21,84.88,
50.453,6,DONE,9.448,0.0000,58.38,0.00,143.21,84.83,
50.502,6,DONE,9.497,0.0000,58.39,0.00,143.21,84.81,
50.553,6,DONE,9.547,0.0000,58.34,0.00,143.21,84.87,
50.603,6,DONE,9.597,0.0000,58.37,0.00,143.21,84.84,
50.652,6,DONE,9.647,0.0000,58.35,0.00,143.21,84.86,
50.702,6,DONE,9.697,0.0000,58.35,0.00,143.21,84.86,
50.752,6,DONE,9.747,0.0000,58.35,0.00,143.21,84.86,
50.802,6,DONE,9.797,0.0000,58.34,0.00,143.21,84.87,
50.853,6,DONE,9.847,0.0000,58.36,0.00,143.21,84.85,
50.902,6,DONE,9.897,0.0000,58.37,0.00,143.21,84.84,
50.952,6,DONE,9.947,0.0000,58.34,0.00,143.21,84.86,
51.002,6,DONE,9.997,0.0000,58.33,0.00,143.21,84.88,
51.052,6,DONE,10.047,0.0000,58.33,0.00,143.21,84.88,
51.103,6,DONE,10.097,0.0000,58.33,0.00,143.21,84.88,
51.152,6,DONE,10.147,0.0000,58.34,0.00,143.21,84.87,
51.202,6,DONE,10.197,0.0000,58.38,0.00,143.21,84.82,
51.253,6,DONE,10.248,0.0000,58.37,0.00,143.21,84.84,
51.302,6,DONE,10.297,0.0000,58.37,0.00,143.21,84.84,
51.352,6,DONE,10.347,0.0000,58.35,0.00,143.21,84.86,
51.402,6,DONE,10.397,0.0000,58.35,0.00,143.21,84.86,
51.452,6,DONE,10.447,0.0000,58.35,0.00,143.21,84.86,
51.504,6,DONE,10.498,0.0000,58.36,0.00,143.21,84.85,
51.552,6,DONE,10.547,0.0000,58.35,0.00,143.21,84.86,
51.604,6,DONE,10.598,0.0000,58.39,0.00,143.21,84.82,
51.654,6,DONE,10.648,0.0000,58.35,0.00,143.21,84.85,
51.702,6,DONE,10.697,0.0000,58.36,0.00,143.21,84.85,
51.752,6,DONE,10.747,0.0000,58.36,0.00,143.21,84.85,
51.802,6,DONE,10.797,0.0000,58.36,0.00,143.21,84.85,
51.853,6,DONE,10.848,0.0000,58.32,0.00,143.21,84.88,
51.903,6,DONE,10.897,0.0000,58.37,0.00,143.21,84.83,
51.952,6,DONE,10.947,0.0000,58.35,0.00,143.21,84.86,
52.003,6,DONE,10.998,0.0000,58.37,0.00,143.21,84.84,
52.052,6,DONE,11.047,0.0000,58.35,0.00,143.21,84.86,
52.105,6,DONE,11.099,0.0000,58.35,0.00,143.21,84.86,
52.154,6,DONE,11.148,0.0000,58.35,0.00,143.21,84.86,
52.204,6,DONE,11.199,0.0000,58.35,0.00,143.21,84.86,
52.254,6,DONE,11.248,0.0000,58.35,0.00,143.21,84.85,
52.302,6,DONE,11.297,0.0000,58.37,0.00,143.21,84.84,
52.353,6,DONE,11.347,0.0000,58.35,0.00,143.21,84.85,
52.402,6,DONE,11.397,0.0000,58.38,0.00,143.21,84.83,
52.452,6,DONE,11.447,0.0000,58.38,0.00,143.21,84.83,
52.503,6,DONE,11.498,0.0000,58.38,0.00,143.21,84.83,
52.553,6,DONE,11.548,0.0000,58.33,0.00,143.21,84.87,
52.602,6,DONE,11.597,0.0000,58.38,0.00,143.21,84.83,
52.653,6,DONE,11.648,0.0000,58.36,0.00,143.21,84.84,
52.702,6,DONE,11.697,0.0000,58.36,0.00,143.21,84.85,
52.752,6,DONE,11.747,0.0000,58.34,0.00,143.21,84.87,
52.802,6,DONE,11.797,0.0000,58.34,0.00,143.21,84.87,
52.852,6,DONE,11.847,0.0000,58.34,0.00,143.21,84.87,
52.905,6,DONE,11.899,0.0000,58.35,0.00,143.21,84.86,
52.952,6,DONE,11.947,0.0000,58.36,0.00,143.21,84.84,
53.003,6,DONE,11.997,0.0000,58.38,0.00,143.21,84.83,
53.052,6,DONE,12.047,0.0000,58.35,0.00,143.21,84.86,
53.102,6,DONE,12.097,0.0000,58.37,0.00,143.21,84.84,
53.152,6,DONE,12.147,0.0000,58.37,0.00,143.21,84.84,
53.202,6,DONE,12.197,0.0000,58.37,0.00,143.21,84.84,
53.254,6,DONE,12.248,0.0000,58.37,0.00,143.21,84.83,
53.304,6,DONE,12.298,0.0000,58.36,0.00,143.21,84.84,
53.352,6,DONE,12.347,0.0000,58.35,0.00,143.21,84.85,
53.402,6,DONE,12.397,0.0000,58.39,0.00,143.21,84.82,
53.452,6,DONE,12.447,0.0000,58.34,0.00,143.21,84.86,
53.503,6,DONE,12.497,0.0000,58.34,0.00,143.21,84.86,
53.552,6,DONE,12.547,0.0000,58.34,0.00,143.21,84.86,
53.602,6,DONE,12.597,0.0000,58.38,0.00,143.21,84.83,
53.652,6,DONE,12.647,0.0000,58.36,0.00,143.21,84.85,
53.702,6,DONE,12.697,0.0000,58.38,0.00,143.21,84.83,
53.752,6,DONE,12.747,0.0000,58.35,0.00,143.21,84.86,
53.802,6,DONE,12.797,0.0000,58.39,0.00,143.21,84.82,
53.852,6,DONE,12.847,0.0000,58.39,0.00,143.21,84.82,
53.904,6,DONE,12.898,0.0000,58.34,0.00,143.21,84.87,
53.952,6,DONE,12.947,0.0000,58.35,0.00,143.21,84.85,
54.003,6,DONE,12.997,0.0000,58.35,0.00,143.21,84.85,
54.052,6,DONE,13.047,0.0000,58.37,0.00,143.21,84.83,
54.102,6,DONE,13.097,0.0000,58.39,0.00,143.21,84.82,
54.152,6,DONE,13.147,0.0000,58.39,0.00,143.21,84.82,
54.202,6,DONE,13.197,0.0000,58.39,0.00,143.21,84.82,
54.252,6,DONE,13.247,0.0000,58.39,0.00,143.21,84.82,
54.302,6,DONE,13.297,0.0000,58.35,0.00,143.21,84.86,
54.352,6,DONE,13.347,0.0000,58.35,0.00,143.21,84.86,
54.402,6,DONE,13.397,0.0000,58.35,0.00,143.21,84.86,
54.452,6,DONE,13.447,0.0000,58.34,0.00,143.21,84.87,
54.503,6,DONE,13.497,0.0000,58.34,0.00,143.21,84.87,
54.554,6,DONE,13.548,0.0000,58.34,0.00,143.21,84.87,
54.602,6,DONE,13.597,0.0000,58.34,0.00,143.21,84.87,
54.653,6,DONE,13.647,0.0000,58.34,0.00,143.21,84.86,
54.703,6,DONE,13.697,0.0000,58.34,0.00,143.21,84.87,
54.752,6,DONE,13.747,0.0000,58.37,0.00,143.21,84.83,
54.803,6,DONE,13.798,0.0000,58.37,0.00,143.21,84.84,
54.852,6,DONE,13.847,0.0000,58.36,0.00,143.21,84.85,
54.902,6,DONE,13.897,0.0000,58.36,0.00,143.21,84.85,
54.952,6,DONE,13.947,0.0000,58.36,0.00,143.21,84.85,
55.002,6,DONE,13.997,0.0000,58.39,0.00,143.21,84.82,
55.052,6,DONE,14.047,0.0000,58.35,0.00,143.21,84.85,
55.102,6,DONE,14.097,0.0000,58.37,0.00,143.21,84.83,
55.153,6,DONE,14.147,0.0000,58.37,0.00,143.21,84.84,
55.202,6,DONE,14.197,0.0000,58.34,0.00,143.21,84.87,
55.252,6,DONE,14.247,0.0000,58.36,0.00,143.21,84.85,
55.302,6,DONE,14.297,0.0000,58.39,0.00,143.21,84.82,
55.353,6,DONE,14.347,0.0000,58.35,0.00,143.21,84.86,
55.403,6,DONE,14.397,0.0000,58.34,0.00,143.21,84.87,
55.452,6,DONE,14.447,0.0000,58.37,0.00,143.21,84.84,
55.502,6,DONE,14.497,0.0000,58.34,0.00,143.21,84.87,
55.552,6,DONE,14.547,0.0000,58.34,0.00,143.21,84.87,
55.602,6,DONE,14.597,0.0000,58.36,0.00,143.21,84.85,
55.652,6,DONE,14.647,0.0000,58.35,0.00,143.21,84.86,
55.702,6,DONE,14.697,0.0000,58.34,0.00,143.21,84.86,
55.754,6,DONE,14.748,0.0000,58.35,0.00,143.21,84.85,
